occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Melanerpes formicivorus","Melanerpes formicivorus (Swainson, 1827)","2478133","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus","Melanerpes formicivorus","(Swainson, 1827) ","2478133",
,"Sitta carolinensis","Sitta carolinensis Latham, 1790","2484892","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta carolinensis","Sitta carolinensis","Latham, 1790","2484892",
,"Thryomanes bewickii","Thryomanes bewickii (Audubon, 1827)","2493843","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii","Thryomanes bewickii","(Audubon, 1827) ","2493843",
,"Icterus parisorum","Icterus parisorum Bonaparte, 1838","5229930","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus parisorum","Icterus parisorum","Bonaparte, 1838","5229930",
,"Baeolophus wollweberi","Baeolophus wollweberi (Bonaparte, 1850)","2487892","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","Baeolophus wollweberi","Baeolophus wollweberi","(Bonaparte, 1850) ","2487892",
,"Psaltriparus minimus","Psaltriparus minimus (J.K.Townsend, 1837)","2494988","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus","Psaltriparus minimus","(J.K.Townsend, 1837) ","2494988",
,"Vermivora luciae","Vermivora luciae (J.G.Cooper, 1861)","5230817","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis luciae","Vermivora luciae","(J.G.Cooper, 1861) ","5230817","8293756"
,"Myiarchus cinerascens","Myiarchus cinerascens (Lawrence, 1851)","2483600","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus cinerascens","Myiarchus cinerascens","(Lawrence, 1851) ","2483600",
,"Sialia sialis","Sialia sialis (Linnaeus, 1758)","2490941","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis","Sialia sialis","(Linnaeus, 1758) ","2490941",
,"Empidonax oberholseri","Empidonax oberholseri A.R.Phillips, 1939","2482803","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax oberholseri","Empidonax oberholseri","A.R.Phillips, 1939","2482803",
,"Pyrocephalus rubinus","Pyrocephalus rubinus (Boddaert, 1783)","2483647","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus","Pyrocephalus rubinus","(Boddaert, 1783) ","2483647",
,"Tyrannus vociferans","Tyrannus vociferans Swainson, 1826","5229681","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus vociferans","Tyrannus vociferans","Swainson, 1826","5229681",
,"Melanerpes formicivorus","Melanerpes formicivorus (Swainson, 1827)","2478133","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus","Melanerpes formicivorus","(Swainson, 1827) ","2478133",
,"Melanerpes uropygialis","Melanerpes uropygialis (S.F.Baird, 1854)","2478112","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes uropygialis","Melanerpes uropygialis","(S.F.Baird, 1854) ","2478112",
,"Picoides scalaris","Picoides scalaris (Wagler, 1829)","2477813","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Dryobates scalaris","Picoides scalaris","(Wagler, 1829) ","2477813","8959883"
,"Picoides arizonae","Picoides arizonae (Hargitt, 1886)","2477736","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Leuconotopicus","Leuconotopicus arizonae","Picoides arizonae","(Hargitt, 1886) ","2477736","8721784"
,"Picoides nuttallii","Picoides nuttallii (Gambel, 1843)","2477733","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Dryobates nuttallii","Picoides nuttallii","(Gambel, 1843) ","2477733","9088491"
,"Sitta carolinensis","Sitta carolinensis Latham, 1790","2484892","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta carolinensis","Sitta carolinensis","Latham, 1790","2484892",
,"Icterus parisorum","Icterus parisorum Bonaparte, 1838","5229930","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus parisorum","Icterus parisorum","Bonaparte, 1838","5229930",
,"Icterus bullockii","Icterus bullockii (Swainson, 1827)","5229864","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii","Icterus bullockii","(Swainson, 1827) ","5229864",
,"Thryomanes bewickii","Thryomanes bewickii (Audubon, 1827)","2493843","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii","Thryomanes bewickii","(Audubon, 1827) ","2493843",
,"Baeolophus wollweberi","Baeolophus wollweberi (Bonaparte, 1850)","2487892","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","Baeolophus wollweberi","Baeolophus wollweberi","(Bonaparte, 1850) ","2487892",
,"Baeolophus inornatus","Baeolophus inornatus (Gambel, 1845)","2487905","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","Baeolophus inornatus","Baeolophus inornatus","(Gambel, 1845) ","2487905",
,"Psaltriparus minimus","Psaltriparus minimus (J.K.Townsend, 1837)","2494988","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus","Psaltriparus minimus","(J.K.Townsend, 1837) ","2494988",
,"Polioptila caerulea","Polioptila caerulea (Linnaeus, 1766)","2487596","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila caerulea","Polioptila caerulea","(Linnaeus, 1766) ","2487596",
,"Vireo gilvus","Vireo gilvus (Vieillot, 1808)","2487446","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus","Vireo gilvus","(Vieillot, 1808) ","2487446",
,"Vermivora luciae","Vermivora luciae (J.G.Cooper, 1861)","5230817","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis luciae","Vermivora luciae","(J.G.Cooper, 1861) ","5230817","8293756"
,"Tyrannus vociferans","Tyrannus vociferans Swainson, 1826","5229681","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus vociferans","Tyrannus vociferans","Swainson, 1826","5229681",
,"Myiarchus cinerascens","Myiarchus cinerascens (Lawrence, 1851)","2483600","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus cinerascens","Myiarchus cinerascens","(Lawrence, 1851) ","2483600",
,"Empidonax oberholseri","Empidonax oberholseri A.R.Phillips, 1939","2482803","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax oberholseri","Empidonax oberholseri","A.R.Phillips, 1939","2482803",
,"Pyrocephalus rubinus","Pyrocephalus rubinus (Boddaert, 1783)","2483647","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus","Pyrocephalus rubinus","(Boddaert, 1783) ","2483647",
,"Sialia sialis","Sialia sialis (Linnaeus, 1758)","2490941","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis","Sialia sialis","(Linnaeus, 1758) ","2490941",
,"Sialia mexicana","Sialia mexicana Swainson, 1832","2490936","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia mexicana","Sialia mexicana","Swainson, 1832","2490936",
,"Myzomela erythrocephala","Myzomela erythrocephala Gould, 1840","2487294","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela erythrocephala","Myzomela erythrocephala","Gould, 1840","2487294",
,"Lichmera indistincta","Lichmera indistincta (Vigors & Horsfield, 1827)","2487341","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta","Lichmera indistincta","(Vigors & Horsfield, 1827) ","2487341",
,"Zosterops luteus","Zosterops luteus Gould, 1843","2489373","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops luteus","Zosterops luteus","Gould, 1843","2489373",
,"Gerygone magnirostris","Gerygone magnirostris Gould, 1843","2486552","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Gerygone magnirostris","Gerygone magnirostris","Gould, 1843","2486552",
,"Gerygone levigaster","Gerygone levigaster Gould, 1843","2486565","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Gerygone levigaster","Gerygone levigaster","Gould, 1843","2486565",
,"Gerygone chloronota","Gerygone chloronota Gould, 1843","7341355","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Gerygone chloronota","Gerygone chloronota","Gould, 1843","7341355",
,"Pachycephala simplex","Pachycephala simplex Gould, 1843","5959192","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala simplex","Pachycephala simplex","Gould, 1843","5959192",
,"Myiagra alecto","Myiagra alecto (Temminck, 1827)","2486642","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra alecto","Myiagra alecto","(Temminck, 1827) ","2486642",
,"Eopsaltria pulverulenta","Eopsaltria pulverulenta (Bonaparte, 1850)","2489303","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Peneoenanthe","Peneoenanthe pulverulenta","Eopsaltria pulverulenta","(Bonaparte, 1850) ","2489303","4847003"
,"Rhipidura rufiventris","Rhipidura rufiventris (Vieillot, 1818)","5231729","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura rufiventris","Rhipidura rufiventris","(Vieillot, 1818) ","5231729",
,"Rhipidura phasiana","Rhipidura phasiana De Vis, 1885","5231741","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura phasiana","Rhipidura phasiana","De Vis, 1885","5231741",
,"Myiagra ruficollis","Myiagra ruficollis (Vieillot, 1818)","2486646","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra ruficollis","Myiagra ruficollis","(Vieillot, 1818) ","2486646",
,"Myiagra rubecula","Myiagra rubecula (Latham, 1802)","2486638","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra rubecula","Myiagra rubecula","(Latham, 1802) ","2486638",
,"Dicrurus leucophaeus","Dicrurus leucophaeus Vieillot, 1817","9600020","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus leucophaeus","Dicrurus leucophaeus","Vieillot, 1817","9600020",
,"Terpsiphone paradisi","Terpsiphone paradisi (Linnaeus, 1758)","2486687","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Terpsiphone","Terpsiphone paradisi","Terpsiphone paradisi","(Linnaeus, 1758) ","2486687",
,"Hypsipetes leucocephalus","Hypsipetes leucocephalus (Gmelin, 1789)","5230300","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Hypsipetes","Hypsipetes leucocephalus","Hypsipetes leucocephalus","(Gmelin, 1789) ","5230300",
,"Dicrurus macrocercus","Dicrurus macrocercus Vieillot, 1817","2493970","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus macrocercus","Dicrurus macrocercus","Vieillot, 1817","2493970",
,"Oriolus xanthornus","Oriolus xanthornus (Linnaeus, 1758)","2488963","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus xanthornus","Oriolus xanthornus","(Linnaeus, 1758) ","2488963",
,"Psittacula roseata","Psittacula roseata Biswas, 1951","5229062","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psittacula","Psittacula roseata","Psittacula roseata","Biswas, 1951","5229062",
,"Phaenicophaeus viridirostris","Phaenicophaeus viridirostris (Jerdon, 1840)","2496380","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Rhopodytes","Rhopodytes viridirostris","Phaenicophaeus viridirostris","(Jerdon, 1840) ","2496380","2496379"
,"Chloropsis cochinchinensis","Chloropsis cochinchinensis (Gmelin, 1789)","5230732","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Chloropseidae","Chloropsis","Chloropsis cochinchinensis","Chloropsis cochinchinensis","(Gmelin, 1789) ","5230732",
,"Phylloscopus reguloides","Phylloscopus reguloides (Blyth, 1842)","2493092","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus reguloides","Phylloscopus reguloides","(Blyth, 1842) ","2493092",
,"Megalaima zeylanica","Megalaima zeylanica (J.F.Gmelin, 1788)","2478692","EXACT","100","SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Megalaimidae","Psilopogon","Psilopogon zeylanicus","Megalaima zeylanica","(J.F.Gmelin, 1788) ","2478692","7760921"
,"Merops leschenaulti","Merops leschenaulti Vieillot, 1817","2475392","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Coraciiformes","Meropidae","Merops","Merops leschenaulti","Merops leschenaulti","Vieillot, 1817","2475392",
,"Upupa epops","Upupa epops Linnaeus, 1758","2498415","EXACT","100","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Bucerotiformes","Upupidae","Upupa","Upupa epops","Upupa epops","Linnaeus, 1758","2498415",
