Sp_eBird
Abeillia abeillei
Lybius minor
Lybius rolleti
Phylloscartes chapmani
Phylloscartes eximius
Phylloscartes lanyoni
Phylloscartes ophthalmicus
Phylloscartes orbitalis
Phylloscartes poecilotis
Phylloscartes venezuelanus
Poicephalus crassus
Poicephalus cryptoxanthus
Poicephalus flavifrons
Poicephalus fuscicollis
Poicephalus gulielmi
Poicephalus meyeri
Poicephalus robustus
Poicephalus rueppellii
Poicephalus rufiventris
Poicephalus senegalus
Poikilocarbo gaimardi
Polemaetus bellicosus
Polihierax insignis
Polihierax semitorquatus
Poliocephalus poliocephalus
Poliocephalus rufopectus
Poliocrania exsul
Poliocrania exsul
Poliolais lopezi
Brachypodius urostictus
Polioptila albiloris
Polioptila albiventris
Polioptila caerulea
Polioptila californica
Polioptila dumicola
Polioptila attenboroughi
Polioptila clementsi
Polioptila facilis
Polioptila guianensis
Polioptila paraensis
Polioptila lactea
Polioptila lembeyei
Polioptila plumbea
Polioptila melanura
Polioptila nigriceps
Polioptila bilineata
Polioptila plumbea
Polioptila schistaceigula
Cnemarchus rufipennis
Polyboroides radiatus
Polyboroides typus
Polyonymus caroli
Polyplectron bicalcaratum
Polyplectron chalcurum
Polyplectron germaini
Polyplectron inopinatum
Polyplectron katsumatae
Polyplectron malacense
Polyplectron napoleonis
Polyplectron schleiermacheri
Polysticta stelleri
Polystictus pectoralis
Polystictus superciliaris
Polytelis alexandrae
Polytelis anthopeplus
Polytelis swainsonii
Polytmus guainumbi
Polytmus milleri
Polytmus theresiae
Pomarea dimidiata
Pomarea fluxa
Pomarea iphis
Pomarea mendozae
Pomarea mira
Pomarea nigra
Pomarea nukuhivae
Pomarea whitneyi
Pomatorhinus ferruginosus
Pomatorhinus horsfieldii
Pomatorhinus melanurus
Pomatorhinus montanus
Pomatorhinus musicus
Pomatorhinus ochraceiceps
Pomatorhinus ferruginosus
Pomatorhinus ruficollis
Pomatorhinus schisticeps
Pomatorhinus superciliaris
Pomatostomus halli
Pomatostomus ruficeps
Pomatostomus superciliosus
Pomatostomus temporalis
Poodytes albolimbatus
Poodytes carteri
Poodytes punctatus
Poodytes gramineus
Poodytes punctatus
Poodytes rufescens
Pooecetes gramineus
Poospiza baeri
Poospiza boliviana
Poospiza garleppi
Poospiza goeringi
Poospiza hispaniolensis
Poospiza nigrorufa
Poospiza ornata
Poospiza rubecula
Poospiza rufosuperciliaris
Poospiza whitii
Poospizopsis caesar
Poospizopsis hypochondria
Porphyrio alleni
Porphyrio flavirostris
Porphyrio hochstetteri
Porphyrio martinica
Porphyrio indicus
Porphyrio madagascariensis
Porphyrio melanotus
Porphyrio poliocephalus
Porphyrio porphyrio
Porphyrio pulverulentus
Porphyrio sp.
Porphyriops melanops
Porphyrolaema porphyrolaema
Rhopospina caerulescens
Mustelirallus albicollis
Porzana carolina
Anurolimnas fasciatus
Porzana fluminea
Porzana porzana
Premnoplex brunnescens
Premnoplex tatei
Premnoplex tatei
Premnornis guttuliger
Primolius auricollis
Primolius couloni
Primolius maracana
Prinia atrogularis
Prinia bairdii
Prinia buchanani
Prinia cinereocapilla
Prinia crinigera
Prinia striata
Prinia erythroptera
Prinia familiaris
Prinia flavicans
Prinia flaviventris
Prinia fluviatilis
Prinia gracilis
Prinia lepida
Prinia hodgsonii
Prinia hypoxantha
Prinia inornata
Prinia atrogularis
Prinia maculosa
Prinia molleri
Prinia cooki
Prinia polychroa
Prinia rocki
Prinia rufescens
Prinia rufifrons
Prinia socialis
Prinia somalica
Prinia flaviventris
Prinia subflava
Prinia superciliaris
Prinia sylvatica
Prioniturus discurus
Prioniturus flavicans
Prioniturus luconensis
Prioniturus mada
Prioniturus mindorensis
Prioniturus montanus
Prioniturus platenae
Prioniturus platurus
Prioniturus verticalis
Prioniturus waterstradti
Prionochilus maculatus
Prionochilus olivaceus
Prionochilus percussus
Prionochilus plateni
Prionochilus thoracicus
Prionochilus xanthopygius
Amblyornis newtoniana
Prionops alberti
Prionops caniceps
Prionops gabela
Prionops plumatus
Prionops poliolophus
Prionops retzii
Prionops rufiventris
Prionops scopifrons
Priotelus temnurus
Probosciger aterrimus
Procarduelis nipalensis
Procellaria aequinoctialis
Procellaria cinerea
Procellaria conspicillata
Procellaria parkinsoni
Procellaria westlandica
Procnias albus
Procnias averano
Procnias nudicollis
Procnias tricarunculatus
Prodotiscus insignis
Prodotiscus regulus
Prodotiscus zambesiae
Progne chalybea
Progne cryptoleuca
Progne dominicensis
Progne elegans
Progne modesta
Progne murphyi
Progne sinaloae
Progne subis
Progne tapera
Promerops cafer
Promerops gurneyi
Prosobonia parvirostris
Prosopeia personata
Prosopeia splendens
Prosopeia tabuensis
Prosthemadera novaeseelandiae
Protonotaria citrea
Prunella atrogularis
Prunella collaris
Prunella fulvescens
Prunella himalayana
Prunella immaculata
Prunella koslowi
Prunella modularis
Prunella montanella
Prunella fagani
Prunella ocularis
Prunella sp.
Prunella rubeculoides
Prunella rubida
Prunella strophiata
Psalidoprocne albiceps
Psalidoprocne fuliginosa
Psalidoprocne nitens
Psalidoprocne obscura
Psalidoprocne pristoptera
Psaltria exilis
Psaltriparus minimus
Psarisomus dalhousiae
Psarocolius angustifrons
Psarocolius atrovirens
Psarocolius bifasciatus
Psarocolius cassini
Psarocolius decumanus
Psarocolius guatimozinus
Psarocolius montezuma
Psarocolius angustifrons
Psarocolius viridis
Psarocolius wagleri
Psarocolius bifasciatus
Atlapetes luteoviridis
Atlapetes tibialis
Psephotus chrysopterygius
Psephotus dissimilis
Psephotus varius
Psephotus haematonotus
Pseudasthenes cactorum
Pseudasthenes humicola
Pseudasthenes patagonica
Pseudasthenes steinbachi
Pseudastur albicollis
Pseudastur occidentalis
Pseudastur polionotus
Pseudelaenia leucospodia
Pseudeos fuscata
Pseudhirundo griseopyga
Pseudibis davisoni
Pseudibis papillosa
Pseudobias wardi
Pseudobulweria aterrima
Pseudobulweria becki
Pseudobulweria macgillivrayi
Pseudobulweria rostrata
Pseudocalyptomena graueri
Pseudochelidon eurystomina
Pseudocolaptes boissonneautii
Pseudocolaptes lawrencii
Pseudocolaptes lawrencii
Pseudocolopteryx acutipennis
Pseudocolopteryx citreola
Pseudocolopteryx dinelliana
Pseudocolopteryx flaviventris
Pseudocolopteryx sclateri
Pseudoleistes guirahuro
Pseudoleistes virescens
Pseudonestor xanthophrys
Pseudonigrita arnaudi
Pseudonigrita cabanisi
Pseudopipra pipra
Pseudopodoces humilis
Pseudorectes ferrugineus
Pseudorectes incertus
Pseudosaltator rufiventris
Asio grammicus
Pseudoseisura cristata
Pseudoseisura gutturalis
Pseudoseisura lophotes
Pseudoseisura unirufa
Pseudospingus verticalis
Pseudospingus xanthophthalmus
Pseudotriccus pelzelni
Pseudotriccus ruficeps
Pseudotriccus simplex
Psilopogon annamensis
Psilopogon armillaris
Psilopogon asiaticus
Psilopogon auricularis
Psilopogon australis
Psilopogon chersonesus
Psilopogon chrysopogon
Psilopogon corvinus
Psilopogon duvaucelii
Psilopogon duvaucelii
Psilopogon eximius
Psilopogon faber
Psilopogon faiostrictus
Psilopogon flavifrons
Psilopogon franklinii
Psilopogon haemacephalus
Psilopogon henricii
Psilopogon incognitus
Psilopogon javensis
Psilopogon lagrandieri
Psilopogon lineatus
Psilopogon malabaricus
Psilopogon monticola
Psilopogon mystacophanos
Psilopogon nuchalis
Psilopogon oorti
Psilopogon pulcherrimus
Psilopogon pyrolophus
Psilopogon rafflesii
Psilopogon rubricapillus
Psilopogon virens
Psilopogon viridis
Psilopogon zeylanicus
Psilopsiagon aurifrons
Psilopsiagon aymara
Psilorhamphus guttatus
Psiloscops flammeolus
Thectocercus acuticaudatus
Psittacara chloropterus
Psittacara erythrogenys
Psittacara euops
Psittacara finschi
Psittacara wagleri
Psittacara brevipes
Psittacara holochlorus
Psittacara strenuus
Psittacara leucophthalmus
Psittacara mitratus
Psittacara holochlorus
Psittacara wagleri
Psittacella brehmii
Psittacella picta
Psittacella madaraszi
Psittacella modesta
Psittacella picta
Psittacula alexandri
Psittacula caniceps
Psittacula derbiana
Psittaculirostris desmarestii
Psittaculirostris desmarestii
Psittaculirostris edwardsii
Psittaculirostris desmarestii
Psittaculirostris salvadorii
Psittacus erithacus
Psittacus erithacus
Glossoptila goldiei
Psitteuteles versicolor
Psittinus cyanurus
Psittinus cyanurus
Psittiparus bakeri
Psittiparus gularis
Psittiparus margaritae
Psittiparus ruficeps
Psittirostra psittacea
Psittrichas fulgidus
Psophia crepitans
Psophia viridis
Psophia leucoptera
Psophia viridis
Psophia crepitans
Psophia viridis
Psophocichla litsitsirupa
Psophocichla litsitsirupa
Psophodes cristatus
Psophodes nigrogularis
Psophodes occidentalis
Psophodes olivaceus
Pteridophora alberti
Pternistis adspersus
Pternistis afer
Pternistis ahantensis
Pternistis atrifrons
Pternistis bicalcaratus
Pternistis camerunensis
Pternistis capensis
Pternistis castaneicollis
Pternistis clappertoni
Pternistis erckelii
Pternistis griseostriatus
Pternistis hartlaubi
Pternistis harwoodi
Pternistis hildebrandti
Pternistis icterorhynchus
Pternistis jacksoni
Pternistis leucoscepus
Pternistis natalensis
Pternistis nobilis
Pternistis ochropectus
Pternistis rufopictus
Pternistis squamatus
Pternistis swainsonii
Pternistis swierstrai
Pterocles alchata
Pterocles bicinctus
Pterocles burchelli
Pterocles coronatus
Pterocles decoratus
Pterocles exustus
Pterocles gutturalis
Pterocles indicus
Pterocles lichtensteinii
Pterocles namaqua
Pterocles orientalis
Pterocles personatus
Pterocles quadricinctus
Pterocles senegallus
Pterodroma alba
Pterodroma arminjoniana
Pterodroma atrata
Pterodroma axillaris
Pterodroma baraui
Pterodroma brevipes
Pterodroma cahow
Pterodroma hasitata
Pterodroma cervicalis
Pterodroma occulta
Pterodroma cookii
Pterodroma defilippiana
Pterodroma feae
Pterodroma externa
Pterodroma feae
Pterodroma gouldi
Pterodroma hasitata
Pterodroma heraldica
Pterodroma hypoleuca
Pterodroma incerta
Pterodroma inexpectata
Pterodroma lessonii
Pterodroma leucoptera
Pterodroma longirostris
Pterodroma macroptera
Pterodroma madeira
Pterodroma magentae
Pterodroma mollis
Pterodroma neglecta
Pterodroma nigripennis
Pterodroma phaeopygia
Pterodroma pycrofti
Pterodroma sandwichensis
Pterodroma solandri
Pterodroma ultima
Pteroglossus aracari
Pteroglossus azara
Pteroglossus bailloni
Pteroglossus beauharnaisii
Pteroglossus bitorquatus
Pteroglossus castanotis
Pteroglossus torquatus
Pteroglossus frantzii
Pteroglossus inscriptus
Pteroglossus inscriptus
Pteroglossus pluricinctus
Pteroglossus torquatus
Pteroglossus bitorquatus
Pteroglossus torquatus
Pteroglossus viridis
Pteronetta hartlaubii
Pterophanes cyanopterus
Pteroptochos castaneus
Pteroptochos megapodius
Pteroptochos tarnii
Pteruthius aenobarbus
Pteruthius intermedius
Pteruthius sp.
Pteruthius annamensis
Pteruthius ripleyi
Pteruthius sp.
Pteruthius flaviscapis
Pteruthius melanotis
Pteruthius rufiventer
Pteruthius xanthochlorus
Ptilinopus alligator
Ptilinopus arcanus
Ptilinopus aurantiifrons
Ptilinopus chalcurus
Ptilinopus purpuratus
Ptilinopus cinctus
Ptilinopus coralensis
Ptilinopus coronulatus
Ptilinopus dohertyi
Ptilinopus dupetithouarsii
Ptilinopus eugeniae
Ptilinopus porphyraceus
Ptilinopus ornatus
Ptilinopus granulifrons
Ptilinopus greyi
Ptilinopus hernsheimi
Ptilinopus huttoni
Ptilinopus hyogastrus
Ptilinopus insolitus
Ptilinopus insularis
Ptilinopus iozonus
Ptilinopus melanospilus
Ptilinopus monacha
Ptilinopus nainus
Ptilinopus ornatus
Ptilinopus pelewensis
Ptilinopus perlatus
Ptilinopus perousii
Ptilinopus ponapensis
Ptilinopus porphyraceus
Ptilinopus porphyreus
Ptilinopus pulchellus
Ptilinopus purpuratus
Ptilinopus rarotongensis
Ptilinopus regina
Ptilinopus richardsii
Ptilinopus rivoli
Ptilinopus roseicapilla
Ptilinopus solomonensis
Ptilinopus solomonensis
Ptilinopus superbus
Ptilinopus tannensis
Ptilinopus superbus
Ptilinopus viridis
Ptilinopus wallacii
Ptiliogonys caudatus
Ptiliogonys cinereus
Ptilocichla falcata
Ptilocichla leucogrammica
Ptilocichla mindanensis
Ptilonorhynchus violaceus
Ptilopachus nahani
Ptilopachus petrosus
Ptiloprora erythropleura
Ptiloprora guisei
Ptiloprora mayri
Ptiloprora meekiana
Ptiloprora perstriata
Ptiloprora plumbea
Ptilopsis granti
Ptilopsis leucotis
Ptilorrhoa caerulescens
Ptilorrhoa castanonota
Ptilorrhoa geislerorum
Ptilorrhoa leucosticta
Ptilostomus afer
Ptilotula flavescens
Ptilotula fusca
Ptilotula keartlandi
Ptilotula ornata
Ptilotula penicillata
Ptilotula plumula
Ptiloxena atroviolacea
Ptychoramphus aleuticus
Ptyonoprogne concolor
Ptyonoprogne fuligula
Ptyonoprogne fuligula
Ptyonoprogne fuligula
Ptyonoprogne rupestris
Pucrasia macrolopha
Puffinus assimilis
Puffinus auricularis
Puffinus bailloni
Puffinus bannermani
Puffinus bryani
Puffinus elegans
Puffinus gavia
Puffinus heinrothi
Puffinus huttoni
Puffinus baroli
Puffinus boydi
Puffinus lherminieri
Puffinus sp.
Puffinus mauretanicus
Puffinus myrtae
Puffinus nativitatis
Puffinus newelli
Puffinus opisthomelas
Puffinus persicus
Puffinus puffinus
Puffinus subalaris
Puffinus yelkouan
Pulsatrix koeniswaldiana
Pulsatrix melanota
Pulsatrix perspicillata
Purnella albifrons
Purpureicephalus spurius
Pycnonotus aurigaster
Pycnonotus barbatus
Pycnonotus bimaculatus
Pycnonotus blanfordi
Pycnonotus conradi
Pycnonotus brunneus
Pycnonotus cafer
Pycnonotus capensis
Pycnonotus cinereifrons
Pycnonotus finlaysoni
Pycnonotus finlaysoni
Pycnonotus flavescens
Pycnonotus goiavier
Pycnonotus jocosus
Pycnonotus leucogenys
Pycnonotus flavescens
Pycnonotus leucotis
Pycnonotus luteolus
Pycnonotus nieuwenhuisii
Pycnonotus nigricans
Pycnonotus penicillatus
Pycnonotus plumosus
Pycnonotus pseudosimplex
Pycnonotus simplex
Pycnonotus sinensis
Pycnonotus snouckaerti
Pycnonotus taivanus
Pycnonotus tympanistrigus
Pycnonotus xantholaemus
Pycnonotus xanthopygos
Pycnonotus xanthorrhous
Pycnonotus zeylanicus
Pycnoptilus floccosus
Pycnopygius cinereus
Pycnopygius ixoides
Pycnopygius stictocephalus
Pygarrhichas albogularis
Pygiptila stellaris
Pygochelidon cyanoleuca
Pygochelidon melanoleuca
Pygoscelis adeliae
Pygoscelis antarcticus
Pygoscelis papua
Pyrenestes minor
Pyrenestes ostrinus
Pyrenestes sanguineus
Montifringilla blanfordi
Montifringilla davidiana
Montifringilla ruficollis
Montifringilla theresae
Pyriglena atra
Pyriglena leuconota
Pyriglena maura
Pyriglena similis
Pyriglena leucoptera
Pyrilia aurantiocephala
Pyrilia barrabandi
Pyrilia caica
Pyrilia haematotis
Pyrilia pulchra
Pyrilia pyrilia
Pyrilia vulturina
Pyrocephalus nanus
Pyrocephalus rubinus
Pyroderus scutatus
Pyrrhocorax graculus
Pyrrhocorax pyrrhocorax
Pyrrholaemus brunneus
Pyrrholaemus sagittatus
Pyrrhomyias cinnamomeus
Pyrrhoplectes epauletta
Pyrrhula aurantiaca
Pyrrhula erythaca
Pyrrhula owstoni
Pyrrhula erythrocephala
Pyrrhula leucogenis
Pyrrhula murina
Pyrrhula nipalensis
Pyrrhula pyrrhula
Pyrrhula nipalensis
Melopyrrha nigra
Melopyrrha grandis
Melopyrrha portoricensis
Melopyrrha nigra
Melopyrrha violacea
Pyrrhura albipectus
Pyrrhura amazonum
Pyrrhura picta
Pyrrhura calliptera
Pyrrhura melanura
Pyrrhura cruentata
Pyrrhura devillei
Pyrrhura egregia
Pyrrhura picta
Pyrrhura picta
Pyrrhura frontalis
Pyrrhura griseipectus
Pyrrhura hoematotis
Pyrrhura hoffmanni
Pyrrhura lepida
Pyrrhura leucotis
Pyrrhura lucianii
Pyrrhura melanura
Pyrrhura molinae
Pyrrhura orcesi
Pyrrhura melanura
Pyrrhura roseifrons
Pyrrhura perlata
Pyrrhura roseifrons
Pyrrhura pfrimeri
Pyrrhura picta
Pyrrhura rhodocephala
Pyrrhura roseifrons
Pyrrhura rupicola
Pyrrhura amazonum
Pyrrhura picta
Pyrrhura viridicata
Phyllastrephus scandens
Pyrroglaux podargina
Pytilia afra
Pytilia hypogrammica
Pytilia lineata
Pytilia melba
Pytilia phoenicoptera
Quelea cardinalis
Quelea erythrops
Quelea quelea
Querula purpurata
Quiscalus lugubris
Quiscalus major
Quiscalus mexicanus
Quiscalus nicaraguensis
Quiscalus niger
Quiscalus quiscula
Eopsaltria georgiana
Radjah radjah
Rallina forbesi
Rallina leucospila
Rallina mayri
Rallina rubra
Rallina canningi
Rallina eurizonoides
Rallina fasciata
Rallina tricolor
Rallus antarcticus
Rallus aquaticus
Rallus caerulescens
Rallus crepitans
Rallus elegans
Rallus indicus
Rallus limicola
Rallus longirostris
Rallus madagascariensis
Rallus obsoletus
Rallus semiplumbeus
Rallus tenuirostris
Rallus wetmorei
Ramphastos ambiguus
Ramphastos vitellinus
Ramphastos brevis
Ramphastos vitellinus
Ramphastos vitellinus
Ramphastos tucanus
Ramphastos dicolorus
Ramphastos sulfuratus
Ramphastos toco
Ramphastos tucanus
Ramphastos vitellinus
Ptilinopus epius
Ptilinopus fischeri
Ptilinopus jambu
Ptilinopus leclancheri
Ptilinopus mangoliensis
Ptilinopus marchei
Ptilinopus fischeri
Ptilinopus merrilli
Ptilinopus occipitalis
Ptilinopus subgularis
Ramphocaenus melanurus
Ramphocaenus sticturus
Ramphocelus bresilius
Ramphocelus carbo
Ramphocelus passerinii
Ramphocelus dimidiatus
Ramphocelus flammigerus
Ramphocelus flammigerus
Ramphocelus melanogaster
Ramphocelus nigrogularis
Ramphocelus passerinii
Ramphocelus sanguinolentus
Ramphocinclus brachyurus
Ramphocoris clotbey
Ramphodon naevius
Ramphomicron dorsale
Ramphomicron microrhynchum
Ramphotrigon fuscicauda
Ramphotrigon megacephalum
Ramphotrigon ruficauda
Ramsayornis fasciatus
Ramsayornis modestus
Randia pseudozosterops
Recurvirostra americana
Recurvirostra andina
Recurvirostra avosetta
Recurvirostra novaehollandiae
Corthylio calendula
Regulus goodfellowi
Regulus ignicapilla
Regulus madeirensis
Regulus regulus
Regulus satrapa
Reinwardtoena browni
Reinwardtoena crassirostris
Reinwardtoena reinwardti
Remiz consobrinus
Remiz coronatus
Remiz macronyx
Remiz pendulinus
Rhabdornis grandis
Rhabdornis inornatus
Rhabdornis mystacalis
Rhabdornis rabori
Rhabdotorrhinus corrugatus
Rhabdotorrhinus exarhatus
Rhabdotorrhinus leucocephalus
Rhabdotorrhinus waldeni
Rhagologus leucostigma
Melanocharis crassirostris
Melanocharis crassirostris
Rhamphococcyx calyorhynchus
Rhaphidura leucopygialis
Rhaphidura sabini
Rhea americana
Rhea pennata
Rhea pennata
Rhegmatorhina berlepschi
Rhegmatorhina cristata
Rhegmatorhina gymnops
Rhegmatorhina hoffmannsi
Rhegmatorhina melanosticta
Rheinardia nigrescens
Rheinardia ocellata
Rhinocrypta lanceolata
Buceros vigil
Rhinopomastus aterrimus
Phoeniculus castaneiceps
Rhinopomastus cyanomelas
Rhinopomastus minor
Rhinoptilus bitorquatus
Rhinoptilus chalcopterus
Rhinoptilus cinctus
Rhinortha chlorophaea
Rhipidura albicollis
Rhipidura albiscapa
Rhipidura albiventris
Rhipidura albogularis
Rhipidura albolimbata
Rhipidura rufiventris
Rhipidura atra
Rhipidura aureola
Rhipidura rufiventris
Rhipidura brachyrhyncha
Rhipidura rufiventris
Rhipidura cockerelli
Rhipidura cockerelli
Rhipidura cyaniceps
Rhipidura dahli
Rhipidura dedemi
Rhipidura diluta
Rhipidura drownei
Rhipidura dryas
Rhipidura euryura
Rhipidura fuliginosa
Rhipidura fuscorufa
Rhipidura habibiei
Rhipidura rufiventris
Rhipidura hyperythra
Rhipidura rufiventris
Rhipidura javanica
Rhipidura rufiventris
Rhipidura kubaryi
Rhipidura verreauxi
Rhipidura lepida
Rhipidura leucophrys
Rhipidura leucothorax
Rhipidura maculipectus
Rhipidura malaitae
Rhipidura matthiae
Rhipidura rufifrons
Rhipidura nebulosa
Rhipidura nigritorquis
Rhipidura nigrocinnamomea
Rhipidura rufiventris
Rhipidura drownei
Rhipidura opistherythra
Rhipidura perlata
Rhipidura personata
Rhipidura phasiana
Rhipidura phoenicura
Rhipidura rennelliana
Rhipidura rufidorsa
Rhipidura rufifrons
Rhipidura verreauxi
Rhipidura rufiventris
Rhipidura samarensis
Rhipidura sauli
Rhipidura semirubra
Rhipidura verreauxi
Rhipidura superciliaris
Rhipidura superflua
Rhipidura tenebrosa
Rhipidura rufiventris
Rhipidura sp.
Rhipidura sulaensis
Rhipidura teysmanni
Rhipidura threnothorax
Rhipidura verreauxi
Rhizothera dulitensis
Rhizothera longirostris
Rhodinocichla rosea
Rhodonessa caryophyllacea
Rhodopechys sanguineus
Rhodopechys sanguineus
Rhodophoneus cruentus
Rhodopis vesper
Rhodospingus cruentus
Rhodospiza obsoleta
Rhodostethia rosea
Rhopias gularis
Dumetia atriceps
Rhopophilus albosuperciliaris
Rhopophilus pekinensis
Rhopornis ardesiacus
Rhopospina fruticeti
Rhynchocyclus olivaceus
Rhynchocyclus brevirostris
Rhynchocyclus fulvipectus
Rhynchocyclus olivaceus
Rhynchocyclus pacificus
Rhynchophanes mccownii
Rhynchopsitta pachyrhyncha
Rhynchopsitta terrisi
Rhynchortyx cinctus
Rhynchospiza stolzmanni
Rhynchospiza dabbenei
Rhynchospiza strigiceps
Rhynchostruthus louisae
Rhynchostruthus percivali
Rhynchostruthus socotranus
Rhynchotus maculicollis
Rhynchotus rufescens
Rhynochetos jubatus
Rhyticeros cassidix
Rhyticeros everetti
Rhyticeros narcondami
Rhyticeros plicatus
Rhyticeros subruficollis
Rhyticeros undulatus
Rhytipterna holerythra
Rhytipterna immunda
Rhytipterna simplex
Ridgwayia pinicola
Rigidipenna inexpectata
Napothera albostriata
Napothera danjoui
Napothera malacoptila
Napothera naungmungensis
Napothera pasquieri
Riparia chinensis
Riparia congica
Riparia paludicola
Riparia diluta
Riparia paludicola
Riparia riparia
Rissa brevirostris
Rissa tridactyla
Robsonius rabori
Robsonius sorsogonensis
Robsonius thompsoni
Rollandia microptera
Rollandia rolland
Rollulus rouloul
Roraimia adusta
Rostratula australis
Rostratula benghalensis
Rostrhamus sociabilis
Rougetius rougetii
Rowettia goughensis
Rubigula dispar
Rubigula flaviventris
Rubigula gularis
Rubigula melanicterus
Rubigula montis
Anurolimnas castaneiceps
Anurolimnas viridis
Rukia longirostra
Rukia ruki
Rupicola peruvianus
Rupicola rupicola
Rupornis magnirostris
Rynchops albicollis
Rynchops flavirostris
Rynchops niger
Sagittarius serpentarius
Sakesphorus canadensis
Sakesphorus cristatus
Sakesphorus luctuosus
Sakesphorus canadensis
Salpinctes obsoletus
Salpornis salvadori
Salpornis spilonota
Saltator albicollis
Saltator atriceps
Saltatricula atricollis
Saltator atripennis
Saltator aurantiirostris
Saltator cinctus
Saltator coerulescens
Saltator fuliginosus
Saltator grandis
Saltator grossus
Saltator maxillosus
Saltator maximus
Saltatricula multicolor
Saltator nigriceps
Saltator olivascens
Saltator orenocensis
Saltator similis
Saltator striatipectus
Salvadorina waigiuensis
Sapayoa aenigma
Sappho sparganurus
Sarcogyps calvus
Sarcophanops samarensis
Sarcophanops steerii
Sarcops calvus
Sarcoramphus papa
Sarkidiornis melanotos
Sarkidiornis sylvicola
Saroglossa spilopterus
Sarothrura affinis
Sarothrura ayresi
Sarothrura boehmi
Sarothrura elegans
Sarothrura insularis
Sarothrura lugens
Sarothrura pulchra
Sarothrura rufa
Sarothrura watersi
Sasia abnormis
Sasia ochracea
Satrapa icterophrys
Saundersilarus saundersi
Saxicola caprata
Saxicola dacotiae
Saxicola ferreus
Saxicola gutturalis
Saxicola insignis
Saxicola jerdoni
Saxicola leucurus
Saxicola macrorhynchus
Saxicola rubetra
Saxicola tectes
Saxicola maurus
Saxicola rubicola
Saxicola sp.
Saxicola stejnegeri
Saxicola torquatus
Copsychus fulicatus
Sayornis nigricans
Sayornis phoebe
Sayornis saya
Scelorchilus albicollis
Scelorchilus rubecula
Scenopoeetes dentirostris
Scepomycter winifredae
Schetba rufa
Schiffornis aenea
Schiffornis major
Schiffornis olivacea
Schiffornis stenorhyncha
Schiffornis turdina
Schiffornis veraepacis
Schiffornis virescens
Schistes albogularis
Schistes geoffroyi
Schistochlamys melanopis
Schistochlamys ruficapillus
Schistolais leontica
Schistolais leucopogon
Catriscus brevirostris
Schoenicola platyurus
Schoeniophylax phryganophilus
Schoeniparus brunneus
Schoeniparus castaneceps
Schoeniparus cinereus
Schoeniparus dubius
Schoeniparus klossi
Schoeniparus rufogularis
Schoeniparus variegaticeps
Schoutedenapus myoptilus
Sciaphylax castanea
Sciaphylax hemimelaena
Scissirostrum dubium
Sclateria naevia
Scleroptila afra
Scleroptila psilolaema
Scleroptila finschi
Scleroptila gutturalis
Scleroptila levaillantii
Scleroptila psilolaema
Scleroptila shelleyi
Scleroptila streptophora
Scleroptila shelleyi
Sclerurus albigularis
Sclerurus caudacutus
Sclerurus scansor
Sclerurus guatemalensis
Sclerurus mexicanus
Sclerurus obscurior
Sclerurus rufigularis
Sclerurus scansor
Scolopax bukidnonensis
Scolopax celebensis
Scolopax minor
Scolopax mira
Scolopax rochussenii
Scolopax rosenbergii
Scolopax rusticola
Scolopax saturata
Scopus umbretta
Scotocerca inquieta
Scotopelia bouvieri
Scotopelia peli
Scotopelia ussheri
Scytalopus acutirostris
Scytalopus affinis
Scytalopus altirostris
Scytalopus alvarezlopezi
Scytalopus argentifrons
Scytalopus atratus
Scytalopus bolivianus
Scytalopus canus
Scytalopus caracae
Scytalopus chocoensis
Scytalopus diamantinensis
Scytalopus femoralis
Scytalopus frankeae
Scytalopus fuscus
Scytalopus gettyae
Scytalopus gonzagai
Scytalopus griseicollis
Scytalopus iraiensis
Scytalopus krabbei
Scytalopus latebricola
Scytalopus intermedius
Scytalopus latrans
Scytalopus macropus
Scytalopus magellanicus
Scytalopus meridanus
Scytalopus micropterus
Scytalopus novacapitalis
Scytalopus androstictus
Scytalopus opacus
Scytalopus sp.
Scytalopus pachecoi
Scytalopus panamensis
Scytalopus parkeri
Scytalopus parvirostris
Scytalopus perijanus
Scytalopus petrophilus
Scytalopus robbinsi
Scytalopus rodriguezi
Scytalopus sanctaemartae
Scytalopus schulenbergi
Scytalopus simonsi
Scytalopus speluncae
Scytalopus spillmanni
Scytalopus stilesi
Scytalopus superciliaris
Scytalopus unicolor
Scytalopus urubambae
Scytalopus vicinior
Scytalopus whitneyi
Scytalopus zimmeri
Scythrops novaehollandiae
Seiurus aurocapilla
Selasphorus ardens
Selasphorus calliope
Selasphorus flammula
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Selasphorus scintilla
Selenidera gouldii
Selenidera reinwardtii
Selenidera maculirostris
Selenidera nattereri
Selenidera piperivora
Selenidera reinwardtii
Selenidera spectabilis
Seleucidis melanoleucus
Semioptera wallacii
Semnornis frantzii
Semnornis ramphastinus
Sephanoides fernandensis
Sephanoides sephaniodes
Sericornis arfakianus
Sericornis beccarii
Sericornis citreogularis
Sericornis frontalis
Sericornis humilis
Sericornis keri
Sericornis magnirostra
Sericornis nouhuysi
Sericornis virgatus
Sericornis papuensis
Sericornis perspicillatus
Sericornis rufescens
Sericornis spilodera
Sericossypha albocristata
Sericulus ardens
Sericulus aureus
Sericulus bakeri
Sericulus chrysocephalus
